Measure,Industry,Region,Quarter,Value,Flags
"Total earnings","Professional, scientific, and technical services","Gisborne","Dec-03",5528600,
"Total earnings","Professional, scientific, and technical services","Waikato","Dec-03",85593900,
"Total earnings","Professional, scientific, and technical services","Taranaki","Dec-03",25233600,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Dec-03",26357600,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Dec-03",41325000,
"Total earnings","Professional, scientific, and technical services","Otago","Dec-03",36463700,
"Total earnings","Professional, scientific, and technical services","Wellington","Dec-03",331477100,
"Total earnings","Administrative and support services","Canterbury","Dec-03",75901200,
"Total earnings","Professional, scientific, and technical services","Canterbury","Dec-03",130566600,
"Total earnings","Professional, scientific, and technical services","Southland","Dec-03",12417200,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Dec-03",23720400,
"Total earnings","Administrative and support services","Wellington","Dec-03",121048600,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Dec-03",10544900,
"Total earnings","Administrative and support services","Taranaki","Dec-03",12912100,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Dec-03",15964400,
"Total earnings","Administrative and support services","Hawke's Bay","Dec-03",14688600,
"Total earnings","Administrative and support services","Gisborne","Dec-03",3182300,
"Total earnings","Administrative and support services","Waikato","Dec-03",32589000,
"Total earnings","Administrative and support services","Northland","Dec-03",7982500,
"Total earnings","Administrative and support services","Bay of Plenty","Dec-03",22736700,
"Total earnings","Administrative and support services","Auckland","Dec-03",303399300,
"Total earnings","Administrative and support services","Southland","Dec-03",5263700,
"Total earnings","Administrative and support services","Otago","Dec-03",25420700,
"Total earnings","Public administration and safety","Wellington","Dec-03",297440000,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Dec-03",81332700,
"Total earnings","Public administration and safety","Taranaki","Dec-03",13868300,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Dec-03",25019000,
"Total earnings","Public administration and safety","Gisborne","Dec-03",8285000,
"Total earnings","Public administration and safety","Bay of Plenty","Dec-03",37657700,
"Total earnings","Public administration and safety","Waikato","Dec-03",58578700,
"Total earnings","Public administration and safety","Hawke's Bay","Dec-03",26169400,
"Total earnings","Public administration and safety","Auckland","Dec-03",249862100,
"Total earnings","Public administration and safety","Northland","Dec-03",19206000,
"Total earnings","Public administration and safety","Southland","Dec-03",16059000,
"Total earnings","Education and training","Auckland","Dec-03",488290200,
"Total earnings","Public administration and safety","Canterbury","Dec-03",99356400,
"Total earnings","Public administration and safety","Otago","Dec-03",29057700,
"Total earnings","Education and training","Hawke's Bay","Dec-03",51651800,
"Total earnings","Education and training","Northland","Dec-03",46259900,
"Total earnings","Education and training","Gisborne","Dec-03",17805800,
"Total earnings","Education and training","Taranaki","Dec-03",33814400,
"Total earnings","Education and training","Manawatu-Wanganui","Dec-03",106646000,
"Total earnings","Education and training","Waikato","Dec-03",144513500,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Dec-03",42809600,
"Total earnings","Education and training","Wellington","Dec-03",199640700,
"Total earnings","Education and training","Bay of Plenty","Dec-03",77938300,
"Total earnings","Education and training","Canterbury","Dec-03",187427500,
"Total earnings","Education and training","Canterbury","Sep-03",167844700,
"Total earnings","Education and training","Bay of Plenty","Sep-03",67777600,
"Total earnings","Education and training","Wellington","Sep-03",172752700,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Sep-03",35982700,
"Total earnings","Education and training","Waikato","Sep-03",128670300,
"Total earnings","Education and training","Manawatu-Wanganui","Sep-03",91193200,
"Total earnings","Education and training","Taranaki","Sep-03",28964700,
"Total earnings","Education and training","Gisborne","Sep-03",15406000,
"Total earnings","Education and training","Northland","Sep-03",38927400,
"Total earnings","Education and training","Hawke's Bay","Sep-03",44994800,
"Total earnings","Public administration and safety","Otago","Sep-03",27801300,
"Total earnings","Public administration and safety","Canterbury","Sep-03",91805100,
"Total earnings","Education and training","Auckland","Sep-03",417742500,
"Total earnings","Public administration and safety","Southland","Sep-03",14876600,
"Total earnings","Public administration and safety","Northland","Sep-03",18248800,
"Total earnings","Public administration and safety","Auckland","Sep-03",233699900,
"Total earnings","Public administration and safety","Hawke's Bay","Sep-03",24111400,
"Total earnings","Public administration and safety","Waikato","Sep-03",55758400,
"Total earnings","Public administration and safety","Bay of Plenty","Sep-03",35491800,
"Total earnings","Public administration and safety","Gisborne","Sep-03",8296000,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Sep-03",23865900,
"Total earnings","Public administration and safety","Taranaki","Sep-03",13082200,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Sep-03",73841200,
"Total earnings","Public administration and safety","Wellington","Sep-03",281053200,
"Total earnings","Administrative and support services","Otago","Sep-03",24853900,
"Total earnings","Administrative and support services","Southland","Sep-03",4881800,
"Total earnings","Administrative and support services","Auckland","Sep-03",287125000,
"Total earnings","Administrative and support services","Bay of Plenty","Sep-03",22669700,
"Total earnings","Administrative and support services","Northland","Sep-03",6914100,
"Total earnings","Administrative and support services","Waikato","Sep-03",30413300,
"Total earnings","Administrative and support services","Gisborne","Sep-03",2919300,
"Total earnings","Administrative and support services","Hawke's Bay","Sep-03",13385800,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Sep-03",14635900,
"Total earnings","Administrative and support services","Taranaki","Sep-03",11520400,
"Total earnings","Administrative and support services","Wellington","Sep-03",115063600,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Sep-03",9625600,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Sep-03",22315700,
"Total earnings","Professional, scientific, and technical services","Southland","Sep-03",11661800,
"Total earnings","Professional, scientific, and technical services","Canterbury","Sep-03",120980200,
"Total earnings","Administrative and support services","Canterbury","Sep-03",73215200,
"Total earnings","Professional, scientific, and technical services","Wellington","Sep-03",322206900,
"Total earnings","Professional, scientific, and technical services","Otago","Sep-03",34912000,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Sep-03",41867100,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Sep-03",24977800,
"Total earnings","Professional, scientific, and technical services","Taranaki","Sep-03",23850500,
"Total earnings","Professional, scientific, and technical services","Waikato","Sep-03",78885400,
"Total earnings","Professional, scientific, and technical services","Gisborne","Sep-03",4941100,
"Total earnings","Professional, scientific, and technical services","Auckland","Sep-03",684777300,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Sep-03",48044000,
"Total earnings","Professional, scientific, and technical services","Northland","Sep-03",16181500,
"Total earnings","Rental, hiring, and real estate services","Southland","Sep-03",2695700,
"Total earnings","Rental, hiring, and real estate services","Otago","Sep-03",6952900,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Sep-03",6981000,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Sep-03",4267400,
"Total earnings","Rental, hiring, and real estate services","Wellington","Sep-03",23156900,
"Total earnings","Rental, hiring, and real estate services","Wellington","Jun-03",21266500,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Jun-03",5960300,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Jun-03",4041600,
"Total earnings","Rental, hiring, and real estate services","Otago","Jun-03",6599700,
"Total earnings","Rental, hiring, and real estate services","Southland","Jun-03",2612200,
"Total earnings","Professional, scientific, and technical services","Northland","Jun-03",15775900,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Jun-03",48230600,
"Total earnings","Professional, scientific, and technical services","Auckland","Jun-03",653564800,
"Total earnings","Professional, scientific, and technical services","Gisborne","Jun-03",4828300,
"Total earnings","Professional, scientific, and technical services","Waikato","Jun-03",70496700,
"Total earnings","Professional, scientific, and technical services","Taranaki","Jun-03",24262900,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Jun-03",25649000,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Jun-03",37589400,
"Total earnings","Professional, scientific, and technical services","Otago","Jun-03",32805400,
"Total earnings","Professional, scientific, and technical services","Wellington","Jun-03",299958700,
"Total earnings","Administrative and support services","Canterbury","Jun-03",69245900,
"Total earnings","Professional, scientific, and technical services","Canterbury","Jun-03",114855500,
"Total earnings","Professional, scientific, and technical services","Southland","Jun-03",11135500,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Jun-03",22137900,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Jun-03",12121400,
"Total earnings","Administrative and support services","Wellington","Jun-03",114255000,
"Total earnings","Administrative and support services","Taranaki","Jun-03",13194000,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Jun-03",14531500,
"Total earnings","Administrative and support services","Hawke's Bay","Jun-03",18066600,
"Total earnings","Administrative and support services","Gisborne","Jun-03",3724100,
"Total earnings","Administrative and support services","Waikato","Jun-03",28955700,
"Total earnings","Administrative and support services","Northland","Jun-03",8327300,
"Total earnings","Administrative and support services","Bay of Plenty","Jun-03",31660700,
"Total earnings","Administrative and support services","Auckland","Jun-03",273286500,
"Total earnings","Administrative and support services","Southland","Jun-03",5920900,
"Total earnings","Administrative and support services","Otago","Jun-03",22363600,
"Total earnings","Public administration and safety","Wellington","Jun-03",242552600,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Jun-03",71980000,
"Total earnings","Public administration and safety","Taranaki","Jun-03",12239500,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Jun-03",22346300,
"Total earnings","Public administration and safety","Gisborne","Jun-03",7036700,
"Total earnings","Public administration and safety","Bay of Plenty","Jun-03",32804600,
"Total earnings","Public administration and safety","Waikato","Jun-03",49299800,
"Total earnings","Public administration and safety","Hawke's Bay","Jun-03",22437500,
"Total earnings","Public administration and safety","Auckland","Jun-03",216253900,
"Total earnings","Public administration and safety","Northland","Jun-03",16407400,
"Total earnings","Public administration and safety","Southland","Jun-03",14711600,
"Total earnings","Education and training","Auckland","Jun-03",453382300,
"Total earnings","Public administration and safety","Canterbury","Jun-03",84513300,
"Total earnings","Public administration and safety","Otago","Jun-03",25297700,
"Total earnings","Education and training","Hawke's Bay","Jun-03",49181200,
"Total earnings","Education and training","Northland","Jun-03",42666200,
"Total earnings","Education and training","Gisborne","Jun-03",16251300,
"Total earnings","Education and training","Taranaki","Jun-03",31880500,
"Total earnings","Education and training","Manawatu-Wanganui","Jun-03",100994800,
"Total earnings","Education and training","Waikato","Jun-03",135348600,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Jun-03",38885200,
"Total earnings","Education and training","Wellington","Jun-03",184209100,
"Total earnings","Education and training","Bay of Plenty","Jun-03",73891000,
"Total earnings","Education and training","Canterbury","Jun-03",180824900,
"Total earnings","Education and training","Canterbury","Mar-03",145630000,
"Total earnings","Education and training","Bay of Plenty","Mar-03",56448400,
"Total earnings","Education and training","Wellington","Mar-03",149727200,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-03",31454900,
"Total earnings","Education and training","Waikato","Mar-03",109248200,
"Total earnings","Education and training","Taranaki","Mar-03",23957800,
"Total earnings","Education and training","Manawatu-Wanganui","Mar-03",79597200,
"Total earnings","Education and training","Gisborne","Mar-03",12961300,
"Total earnings","Education and training","Northland","Mar-03",32018100,
"Total earnings","Education and training","Hawke's Bay","Mar-03",37900700,
"Total earnings","Public administration and safety","Otago","Mar-03",25448600,
"Total earnings","Public administration and safety","Canterbury","Mar-03",79758400,
"Total earnings","Education and training","Auckland","Mar-03",363152200,
"Total earnings","Public administration and safety","Southland","Mar-03",14064700,
"Total earnings","Public administration and safety","Northland","Mar-03",16234300,
"Total earnings","Public administration and safety","Auckland","Mar-03",209199100,
"Total earnings","Public administration and safety","Hawke's Bay","Mar-03",21536400,
"Total earnings","Public administration and safety","Waikato","Mar-03",49926200,
"Total earnings","Public administration and safety","Bay of Plenty","Mar-03",32388100,
"Total earnings","Public administration and safety","Gisborne","Mar-03",6205500,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-03",21654900,
"Total earnings","Public administration and safety","Taranaki","Mar-03",11830200,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Mar-03",67383500,
"Total earnings","Public administration and safety","Wellington","Mar-03",245408200,
"Total earnings","Administrative and support services","Otago","Mar-03",21270200,
"Total earnings","Administrative and support services","Southland","Mar-03",6363600,
"Total earnings","Administrative and support services","Auckland","Mar-03",254075000,
"Total earnings","Administrative and support services","Bay of Plenty","Mar-03",18015600,
"Total earnings","Administrative and support services","Northland","Mar-03",5842300,
"Total earnings","Administrative and support services","Waikato","Mar-03",28786300,
"Total earnings","Administrative and support services","Gisborne","Mar-03",3743800,
"Total earnings","Administrative and support services","Hawke's Bay","Mar-03",14424300,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Mar-03",15966500,
"Total earnings","Administrative and support services","Taranaki","Mar-03",14022800,
"Total earnings","Administrative and support services","Wellington","Mar-03",108325500,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Mar-03",10659900,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Mar-03",21057000,
"Total earnings","Professional, scientific, and technical services","Southland","Mar-03",10134300,
"Total earnings","Professional, scientific, and technical services","Canterbury","Mar-03",110695200,
"Total earnings","Administrative and support services","Canterbury","Mar-03",68794800,
"Total earnings","Professional, scientific, and technical services","Wellington","Mar-03",304376900,
"Total earnings","Professional, scientific, and technical services","Otago","Mar-03",30131200,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Mar-03",34920500,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Mar-03",25748500,
"Total earnings","Professional, scientific, and technical services","Taranaki","Mar-03",22293300,
"Total earnings","Professional, scientific, and technical services","Waikato","Mar-03",69394100,
"Total earnings","Professional, scientific, and technical services","Gisborne","Mar-03",5052700,
"Total earnings","Professional, scientific, and technical services","Auckland","Mar-03",636138100,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Mar-03",41065300,
"Total earnings","Professional, scientific, and technical services","Northland","Mar-03",15531800,
"Total earnings","Rental, hiring, and real estate services","Southland","Mar-03",2806600,
"Total earnings","Rental, hiring, and real estate services","Otago","Mar-03",6299000,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Mar-03",4039800,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Mar-03",6609600,
"Total earnings","Rental, hiring, and real estate services","Wellington","Mar-03",20306600,
"Total earnings","Rental, hiring, and real estate services","Wellington","Dec-02",21336800,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Dec-02",6492000,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Dec-02",4127600,
"Total earnings","Rental, hiring, and real estate services","Otago","Dec-02",6477400,
"Total earnings","Rental, hiring, and real estate services","Southland","Dec-02",2978300,
"Total earnings","Professional, scientific, and technical services","Northland","Dec-02",17598100,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Dec-02",44167200,
"Total earnings","Professional, scientific, and technical services","Auckland","Dec-02",648042400,
"Total earnings","Professional, scientific, and technical services","Gisborne","Dec-02",5429800,
"Total earnings","Professional, scientific, and technical services","Waikato","Dec-02",75728300,
"Total earnings","Professional, scientific, and technical services","Taranaki","Dec-02",21100300,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Dec-02",25186300,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Dec-02",35868500,
"Total earnings","Professional, scientific, and technical services","Otago","Dec-02",31863600,
"Total earnings","Professional, scientific, and technical services","Wellington","Dec-02",325292900,
"Total earnings","Administrative and support services","Canterbury","Dec-02",70250100,
"Total earnings","Professional, scientific, and technical services","Canterbury","Dec-02",114620600,
"Total earnings","Professional, scientific, and technical services","Southland","Dec-02",11675100,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Dec-02",20853600,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Dec-02",9089500,
"Total earnings","Administrative and support services","Wellington","Dec-02",118748400,
"Total earnings","Administrative and support services","Taranaki","Dec-02",12560700,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Dec-02",15194400,
"Total earnings","Administrative and support services","Hawke's Bay","Dec-02",14470300,
"Total earnings","Administrative and support services","Gisborne","Dec-02",3083800,
"Total earnings","Administrative and support services","Waikato","Dec-02",30417100,
"Total earnings","Administrative and support services","Northland","Dec-02",6152400,
"Total earnings","Administrative and support services","Bay of Plenty","Dec-02",19281800,
"Total earnings","Administrative and support services","Auckland","Dec-02",272568400,
"Total earnings","Administrative and support services","Southland","Dec-02",5646400,
"Total earnings","Administrative and support services","Otago","Dec-02",21731800,
"Total earnings","Public administration and safety","Wellington","Dec-02",255346000,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Dec-02",73519800,
"Total earnings","Public administration and safety","Taranaki","Dec-02",12609800,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Dec-02",23110900,
"Total earnings","Public administration and safety","Gisborne","Dec-02",6182700,
"Total earnings","Public administration and safety","Bay of Plenty","Dec-02",35742800,
"Total earnings","Public administration and safety","Waikato","Dec-02",55036500,
"Total earnings","Public administration and safety","Hawke's Bay","Dec-02",23640700,
"Total earnings","Public administration and safety","Auckland","Dec-02",227897800,
"Total earnings","Public administration and safety","Northland","Dec-02",17186300,
"Total earnings","Public administration and safety","Southland","Dec-02",15244500,
"Total earnings","Education and training","Auckland","Dec-02",460592700,
"Total earnings","Public administration and safety","Canterbury","Dec-02",86171300,
"Total earnings","Public administration and safety","Otago","Dec-02",27505800,
"Total earnings","Education and training","Hawke's Bay","Dec-02",50278000,
"Total earnings","Education and training","Northland","Dec-02",45055300,
"Total earnings","Education and training","Gisborne","Dec-02",16737500,
"Total earnings","Education and training","Manawatu-Wanganui","Dec-02",100197900,
"Total earnings","Education and training","Taranaki","Dec-02",31573100,
"Total earnings","Education and training","Waikato","Dec-02",136813500,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Dec-02",41920300,
"Total earnings","Education and training","Wellington","Dec-02",188130300,
"Total earnings","Education and training","Bay of Plenty","Dec-02",74553200,
"Total earnings","Education and training","Canterbury","Dec-02",179828900,
"Total earnings","Education and training","Canterbury","Sep-02",151753800,
"Total earnings","Education and training","Bay of Plenty","Sep-02",59850100,
"Total earnings","Education and training","Wellington","Sep-02",155480000,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Sep-02",33632000,
"Total earnings","Education and training","Waikato","Sep-02",115400900,
"Total earnings","Education and training","Taranaki","Sep-02",25104700,
"Total earnings","Education and training","Manawatu-Wanganui","Sep-02",83279200,
"Total earnings","Education and training","Gisborne","Sep-02",13785500,
"Total earnings","Education and training","Northland","Sep-02",35622700,
"Total earnings","Education and training","Hawke's Bay","Sep-02",40495800,
"Total earnings","Public administration and safety","Otago","Sep-02",27046600,
"Total earnings","Public administration and safety","Canterbury","Sep-02",83707100,
"Total earnings","Education and training","Auckland","Sep-02",375030300,
"Total earnings","Public administration and safety","Southland","Sep-02",14137800,
"Total earnings","Public administration and safety","Northland","Sep-02",16413700,
"Total earnings","Public administration and safety","Auckland","Sep-02",221259700,
"Total earnings","Public administration and safety","Hawke's Bay","Sep-02",22888200,
"Total earnings","Public administration and safety","Waikato","Sep-02",54982400,
"Total earnings","Public administration and safety","Bay of Plenty","Sep-02",33985800,
"Total earnings","Public administration and safety","Gisborne","Sep-02",6326500,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Sep-02",22370800,
"Total earnings","Public administration and safety","Taranaki","Sep-02",12483400,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Sep-02",68355500,
"Total earnings","Public administration and safety","Wellington","Sep-02",277467200,
"Total earnings","Administrative and support services","Otago","Sep-02",20528100,
"Total earnings","Administrative and support services","Southland","Sep-02",4987800,
"Total earnings","Administrative and support services","Auckland","Sep-02",255304700,
"Total earnings","Administrative and support services","Bay of Plenty","Sep-02",20688800,
"Total earnings","Administrative and support services","Northland","Sep-02",5702400,
"Total earnings","Administrative and support services","Waikato","Sep-02",28800100,
"Total earnings","Administrative and support services","Gisborne","Sep-02",3154600,
"Total earnings","Administrative and support services","Hawke's Bay","Sep-02",12494300,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Sep-02",14227400,
"Total earnings","Administrative and support services","Taranaki","Sep-02",11314700,
"Total earnings","Administrative and support services","Wellington","Sep-02",109280000,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Sep-02",8136400,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Sep-02",19234600,
"Total earnings","Professional, scientific, and technical services","Southland","Sep-02",10701000,
"Total earnings","Professional, scientific, and technical services","Canterbury","Sep-02",110141700,
"Total earnings","Administrative and support services","Canterbury","Sep-02",67298200,
"Total earnings","Professional, scientific, and technical services","Wellington","Sep-02",320945100,
"Total earnings","Professional, scientific, and technical services","Otago","Sep-02",32631500,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Sep-02",36261800,
"Total earnings","Professional, scientific, and technical services","Taranaki","Sep-02",20167400,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Sep-02",23345100,
"Total earnings","Professional, scientific, and technical services","Waikato","Sep-02",72166100,
"Total earnings","Professional, scientific, and technical services","Gisborne","Sep-02",5020300,
"Total earnings","Professional, scientific, and technical services","Auckland","Sep-02",618863700,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Sep-02",42835300,
"Total earnings","Professional, scientific, and technical services","Northland","Sep-02",16603800,
"Total earnings","Rental, hiring, and real estate services","Southland","Sep-02",2512100,
"Total earnings","Rental, hiring, and real estate services","Otago","Sep-02",5911700,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Sep-02",4191100,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Sep-02",6501600,
"Total earnings","Rental, hiring, and real estate services","Wellington","Sep-02",20028800,
"Total earnings","Rental, hiring, and real estate services","Wellington","Jun-02",19622200,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Jun-02",6201200,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Jun-02",3668900,
"Total earnings","Rental, hiring, and real estate services","Otago","Jun-02",5821900,
"Total earnings","Rental, hiring, and real estate services","Southland","Jun-02",2171700,
"Total earnings","Professional, scientific, and technical services","Northland","Jun-02",15145300,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Jun-02",42218400,
"Total earnings","Professional, scientific, and technical services","Auckland","Jun-02",592579100,
"Total earnings","Professional, scientific, and technical services","Gisborne","Jun-02",4782200,
"Total earnings","Professional, scientific, and technical services","Waikato","Jun-02",67155600,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Jun-02",24070600,
"Total earnings","Professional, scientific, and technical services","Taranaki","Jun-02",20130800,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Jun-02",33370300,
"Total earnings","Professional, scientific, and technical services","Otago","Jun-02",27632200,
"Total earnings","Professional, scientific, and technical services","Wellington","Jun-02",300152200,
"Total earnings","Administrative and support services","Canterbury","Jun-02",65644200,
"Total earnings","Professional, scientific, and technical services","Canterbury","Jun-02",104864400,
"Total earnings","Professional, scientific, and technical services","Southland","Jun-02",10085900,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Jun-02",19934800,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Jun-02",10286900,
"Total earnings","Administrative and support services","Wellington","Jun-02",109092800,
"Total earnings","Administrative and support services","Taranaki","Jun-02",11350200,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Jun-02",13480000,
"Total earnings","Administrative and support services","Hawke's Bay","Jun-02",16725800,
"Total earnings","Administrative and support services","Gisborne","Jun-02",4098900,
"Total earnings","Administrative and support services","Waikato","Jun-02",28903600,
"Total earnings","Administrative and support services","Northland","Jun-02",7219700,
"Total earnings","Administrative and support services","Bay of Plenty","Jun-02",26164000,
"Total earnings","Administrative and support services","Auckland","Jun-02",249427300,
"Total earnings","Administrative and support services","Southland","Jun-02",5593000,
"Total earnings","Administrative and support services","Otago","Jun-02",20124500,
"Total earnings","Public administration and safety","Wellington","Jun-02",224614800,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Jun-02",66006300,
"Total earnings","Public administration and safety","Taranaki","Jun-02",11886100,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Jun-02",20919100,
"Total earnings","Public administration and safety","Gisborne","Jun-02",5400400,
"Total earnings","Public administration and safety","Bay of Plenty","Jun-02",30930600,
"Total earnings","Public administration and safety","Hawke's Bay","Jun-02",20949400,
"Total earnings","Public administration and safety","Waikato","Jun-02",47406000,
"Total earnings","Public administration and safety","Auckland","Jun-02",204043200,
"Total earnings","Public administration and safety","Northland","Jun-02",14874300,
"Total earnings","Public administration and safety","Southland","Jun-02",13801500,
"Total earnings","Education and training","Auckland","Jun-02",411787400,
"Total earnings","Public administration and safety","Canterbury","Jun-02",77849200,
"Total earnings","Public administration and safety","Otago","Jun-02",24694700,
"Total earnings","Education and training","Hawke's Bay","Jun-02",44005800,
"Total earnings","Education and training","Northland","Jun-02",39188800,
"Total earnings","Education and training","Gisborne","Jun-02",15660700,
"Total earnings","Education and training","Manawatu-Wanganui","Jun-02",91857000,
"Total earnings","Education and training","Taranaki","Jun-02",27817500,
"Total earnings","Education and training","Waikato","Jun-02",124432000,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Jun-02",36943500,
"Total earnings","Education and training","Wellington","Jun-02",167361200,
"Total earnings","Education and training","Bay of Plenty","Jun-02",66195000,
"Total earnings","Education and training","Canterbury","Jun-02",165447400,
"Total earnings","Education and training","Canterbury","Mar-02",142154200,
"Total earnings","Education and training","Bay of Plenty","Mar-02",53351900,
"Total earnings","Education and training","Wellington","Mar-02",138682500,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-02",30000200,
"Total earnings","Education and training","Waikato","Mar-02",103255700,
"Total earnings","Education and training","Taranaki","Mar-02",23820200,
"Total earnings","Education and training","Manawatu-Wanganui","Mar-02",76916600,
"Total earnings","Education and training","Gisborne","Mar-02",12575700,
"Total earnings","Education and training","Northland","Mar-02",30410800,
"Total earnings","Education and training","Hawke's Bay","Mar-02",35190900,
"Total earnings","Public administration and safety","Otago","Mar-02",25597500,
"Total earnings","Public administration and safety","Canterbury","Mar-02",79480900,
"Total earnings","Education and training","Auckland","Mar-02",321876500,
"Total earnings","Public administration and safety","Southland","Mar-02",14214000,
"Total earnings","Public administration and safety","Northland","Mar-02",15259300,
"Total earnings","Public administration and safety","Auckland","Mar-02",205362800,
"Total earnings","Public administration and safety","Waikato","Mar-02",50465600,
"Total earnings","Public administration and safety","Hawke's Bay","Mar-02",22088800,
"Total earnings","Public administration and safety","Bay of Plenty","Mar-02",32041500,
"Total earnings","Public administration and safety","Gisborne","Mar-02",5894800,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-02",20827200,
"Total earnings","Public administration and safety","Taranaki","Mar-02",12514300,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Mar-02",64766900,
"Total earnings","Public administration and safety","Wellington","Mar-02",236844000,
"Total earnings","Administrative and support services","Otago","Mar-02",19099200,
"Total earnings","Administrative and support services","Southland","Mar-02",5313600,
"Total earnings","Administrative and support services","Auckland","Mar-02",246525200,
"Total earnings","Administrative and support services","Bay of Plenty","Mar-02",15639200,
"Total earnings","Administrative and support services","Northland","Mar-02",5178200,
"Total earnings","Administrative and support services","Waikato","Mar-02",27894800,
